pl_name,hostname,ra,dec,discoverymethod,disc_facility,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_eqt,pl_trandep,pl_trandur,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_spectype
"K2-119 b","K2-119",132.0098683,16.9017663,"Transit","K2",2017,2.53000000,6.94000000,7.72728300000,0.0698000000,0.070000,2.350000,666.00,0.12330000,2.9040000,89.40000,4740.00,0.710000,0.760000,-0.0500,4.620000,-0.68533,
"K2-121 b","K2-121",126.9366624,17.5793267,"Transit","K2",2017,7.16000000,51.00000000,5.18573800000,0.0525000000,0.220000,0.700000,716.00,1.31120000,2.0304000,89.02659,4526.00,0.675000,0.710000,0.0400,4.630000,-0.74531,
"K2-123 b","K2-123",134.4441404,21.4532748,"Transit","K2",2017,2.76000000,8.05000000,30.95152400000,0.1649000000,0.060000,2.100000,338.00,0.21170000,3.7608000,89.79000,4035.00,0.590000,0.620000,0.0300,4.690000,-1.14267,
"K2-125 b","K2-125",204.1418754,-14.9478195,"Transit","K2",2017,2.18000000,5.39000000,21.75026400000,0.1210000000,0.080000,2.860000,321.22,,,89.72000,3654.47,0.402049,0.494727,,4.830160,-1.64124,
"K2-126 b","K2-126",203.5467021,-13.5769705,"Transit","K2",2017,1.97000000,4.54000000,7.38565500000,0.0656000000,0.060000,3.260000,601.00,0.08820000,2.5872000,89.40000,4339.00,0.650000,0.690000,0.0200,4.660000,-0.87762,
"K2-128 b","K2-128",204.4376666,-8.5970858,"Transit","K2",2017,1.42000000,2.60000000,5.67581900000,0.0560000000,0.230000,4.990000,803.10,0.03320000,1.8048000,87.40000,4469.51,0.777569,0.711248,-0.2600,4.700000,-0.82159,
"K2-129 b","K2-129",289.1485491,-25.6463233,"Transit","K2",2017,1.04000000,1.12000000,8.23949300000,0.0570000000,0.130000,5.470000,419.19,0.08580000,1.5120000,89.21000,3459.09,0.360010,0.360031,,4.868150,-1.82842,
"K2-130 b","K2-130",290.2705419,-19.6908744,"Transit","K2",2017,1.25000000,2.10000000,2.49412000000,0.0320000000,0.170000,5.910000,1013.11,0.03040000,1.7040000,86.53000,4356.47,0.744261,0.695630,-0.2400,4.620000,-0.79892,
"K2-132 b","K2-132",182.1662666,-8.7472172,"Transit","K2",2017,14.57170000,155.73670000,9.17510000000,0.0916000000,0.290000,0.277000,1586.00,0.05800000,7.1690000,77.46000,4840.00,3.850000,1.080000,-0.0100,3.297000,0.94349,
"K2-136 c","K2-136",67.4128615,22.8825674,"Transit","K2",2017,3.00000000,18.10000000,17.30723000000,0.1185000000,0.047000,3.690000,470.00,0.19090000,3.4490000,89.70000,4500.00,0.677000,0.742000,-0.0200,4.680000,-0.77650,"K5.5"
"K2-136 d","K2-136",67.4128615,22.8825674,"Transit","K2",2017,1.56500000,3.00000000,25.57500000000,0.1538000000,0.071000,4.300000,420.00,,3.0400000,89.40000,4500.00,0.677000,0.742000,-0.0200,4.680000,-0.77650,"K5.5"
"K2-148 b","K2-148",14.5176494,-0.1932580,"Transit","K2",2018,1.33000000,2.33000000,4.38395000000,0.0454000000,,5.440000,733.87,0.03240000,1.7760000,,4079.00,0.632000,0.650000,-0.1100,4.653000,-0.99568,
"K2-15 b","K2-15",178.1105741,4.2546649,"Transit","K2",2015,2.48000000,6.71000000,11.81040000000,0.0910000000,,2.420000,676.00,0.12100000,2.4024000,,5131.00,0.680000,0.720000,-0.4600,4.571000,-0.45314,"G8"
"K2-155 d","K2-155",65.4696140,21.3532633,"Transit","K2",2018,1.90000000,4.27000000,40.71800000000,0.1937000000,,3.420000,381.00,0.07400000,4.4640000,89.61000,4258.00,0.580000,0.650000,-0.3000,4.600000,-1.22915,"K7"
"K2-157 d","K2-157",183.7514959,-5.7820178,"Radial Velocity","Paranal Observatory",2025,5.16000000,23.30000000,66.50000000000,0.3090000000,0.500000,0.932000,429.10,,,,5334.00,0.860000,0.890000,0.0200,4.450000,-0.21020,"G9 V"
"K2-168 b","K2-168",333.1100738,-16.3418863,"Transit","K2",2018,1.86000000,4.12000000,15.85230000000,,,3.520000,766.35,0.05320000,3.7920000,89.40000,5502.70,0.830000,0.877000,-0.1300,4.460000,-0.17649,
"K2-183 b","K2-183",125.0071770,14.0194586,"Transit","K2",2018,1.10000000,1.37000000,0.46928500000,,,5.660000,,0.02152000,1.5408000,90.10000,5482.00,0.870000,0.942219,0.0900,4.600000,-0.13179,
"K2-186 b","K2-186",135.3350487,18.8252879,"Transit","K2",2018,3.17207779,10.20000000,41.47421900000,,,1.760000,,0.09800000,6.1200000,89.52426,5784.00,0.980830,1.018617,0.0600,4.450000,0.05040,
"K2-187 b","K2-187",132.5235618,23.1924709,"Transit","K2",2018,1.20000000,1.87000000,0.77401000000,0.0164000000,,5.950000,1815.00,0.02370000,1.5792000,89.70000,5438.00,0.830000,0.966999,0.0000,4.600000,-0.19607,
"K2-19 d","K2-19",174.9602543,0.6035960,"Transit","K2",2016,1.04400000,6.20000000,2.50827000000,0.0347800000,0.440000,31.000000,1258.00,0.01900000,1.9300000,89.70000,5350.00,0.824000,0.892000,0.0300,4.556000,-0.29196,"G9"
"K2-193 b","K2-193",205.2371043,-11.0093342,"Transit","K2",2018,3.95000000,14.80000000,14.78688900000,0.1184000000,,1.320000,739.00,0.16920000,4.3200000,89.19255,5817.00,0.980000,1.010000,0.0000,4.460000,-0.07572,
"K2-195 c","K2-195",199.8315191,-8.5095364,"Transit","K2",2018,2.57581891,7.16000000,28.48278600000,,,2.300000,,0.07470000,5.9760000,88.53687,5712.00,0.906367,0.963364,-0.0900,4.550000,-0.01196,
"K2-198 b","K2-198",198.8436817,-6.4649888,"Transit","K2",2018,4.18900000,16.30000000,17.04286830000,,,1.220000,715.80,0.27370000,2.9592000,88.90400,5212.90,0.757000,0.799000,0.0940,4.596200,-0.40084,
"K2-201 b","K2-201",293.5607117,-23.1312775,"Transit","K2",2018,1.40006712,2.54000000,1.05979000000,,,5.090000,,0.02514000,1.7496000,84.41366,5507.00,0.878161,0.956055,0.1300,4.680000,-0.27594,
"K2-201 c","K2-201",293.5607117,-23.1312775,"Transit","K2",2018,3.28568401,10.80000000,22.77987800000,,,1.670000,,0.12520000,3.6480000,89.27205,5507.00,0.878161,0.956055,0.1300,4.680000,-0.27594,
"K2-202 b","K2-202",283.2643203,-22.4070553,"Transit","K2",2018,2.30165603,5.91000000,3.40516400000,,,2.660000,,0.05790000,2.0328000,87.67245,5491.00,0.910685,0.971461,0.2700,4.550000,-0.33519,
"K2-203 b","K2-203",12.7736909,-1.1958844,"Transit","K2",2018,1.26549392,2.14000000,9.69520000000,0.0824000000,0.230000,5.800000,738.40,0.02300000,3.1032000,89.12000,5026.00,0.765000,0.793000,-0.0210,4.570000,-0.47237,
"K2-206 b","K2-206",11.2564264,0.5931866,"Transit","K2",2018,2.79522879,8.22000000,18.29454900000,,,2.070000,,,,89.11217,5043.00,0.758046,0.789481,-0.1400,4.460000,-0.43502,
"K2-213 b","K2-213",13.1403998,3.5077702,"Transit","K2",2018,1.51398464,2.90000000,8.13087000000,,,4.590000,,,,87.86162,5794.00,1.204240,1.069596,0.2500,4.250000,0.24679,
"K2-224 c","K2-224",189.7041426,-10.0605942,"Transit","K2",2018,2.41000000,6.39000000,10.09489000000,0.0886000000,,2.510000,764.00,0.05928000,3.6000000,88.67575,5620.00,0.840000,0.910000,-0.1900,4.550000,-0.24102,
"K2-239 d","K2-239",160.5941265,4.4413751,"Transit","K2",2018,1.10000000,1.37000000,10.11500000000,0.0685000000,,5.660000,399.00,0.06500000,1.8384000,89.43000,3420.00,0.360000,0.400000,-0.1000,4.900000,-1.79588,"M3.0 V"
"K2-244 b","K2-244",183.4686492,-3.8318097,"Transit","K2",2018,1.75000000,3.71000000,21.06884000000,0.1418000000,,3.800000,638.00,0.03000000,3.9000000,89.21390,5677.00,0.920000,0.860000,-0.2900,4.440000,-0.11800,
"K2-247 b","K2-247",188.8935189,-10.0692793,"Transit","K2",2018,2.12000000,5.14000000,2.25021000000,0.0304000000,,2.960000,979.00,0.10000000,1.2000000,,4667.00,0.690000,0.740000,-0.0800,4.630000,-0.88154,
"K2-252 b","K2-252",182.3663818,-8.3096141,"Transit","K2",2018,1.74000000,3.68000000,13.81513000000,0.1041000000,,3.840000,639.00,0.03600000,3.6000000,,5152.00,0.820000,0.790000,-0.0900,4.500000,-0.40842,
"K2-255 b","K2-255",189.9128532,-3.3705631,"Transit","K2",2018,2.90000000,8.75000000,1.96417000000,0.0274000000,,1.970000,1034.00,0.18300000,1.1000000,,4676.00,0.690000,0.710000,-0.1400,4.620000,-0.79022,
"K2-261 b","K2-261",163.0323119,0.4931670,"Transit","K2",2018,9.26982704,68.96876432,11.63346810000,0.1086000000,0.274000,0.473000,1036.00,0.27810000,5.1288000,88.58000,5490.00,1.663000,1.107000,0.3720,4.040000,0.35392,"G7 IV/V"
"K2-266 d","K2-266",157.9356855,0.9372782,"Transit","K2",2018,2.93000000,8.90000000,14.69700000000,0.1035000000,0.047000,2.030000,538.30,0.14650000,3.4080000,89.46000,4285.00,0.703000,0.686000,-0.1200,4.581000,-0.82333,
"K2-266 e","K2-266",157.9356855,0.9372782,"Transit","K2",2018,2.73000000,14.30000000,19.48200000000,0.1249000000,0.043000,2.210000,490.10,0.12700000,3.6648000,89.45000,4285.00,0.703000,0.686000,-0.1200,4.581000,-0.82333,
"K2-269 b","K2-269",130.1551381,13.0146799,"Transit","K2",2018,1.57000000,3.09000000,4.14496500000,0.0531000000,,4.390000,1429.00,0.00780000,2.7096000,86.72002,6209.00,1.450000,1.160000,-0.0800,4.180000,0.46786,
"K2-272 b","K2-272",132.6211743,17.5423852,"Transit","K2",2018,3.13000000,9.96000000,14.45367560000,0.1007000000,,1.780000,747.00,0.12250000,3.2200000,,5397.00,0.830000,0.860000,-0.0900,4.530000,-0.30214,
"K2-273 b","K2-273",129.7768928,19.0100046,"Transit","K2",2018,3.05000000,9.53000000,11.71956630000,0.0729000000,,1.850000,849.00,0.14340000,4.8720000,90.00000,5161.00,0.850000,0.890000,0.2000,4.530000,-0.35279,
"K2-275 b","K2-275",132.1698795,20.4550162,"Transit","K2",2018,2.34000000,6.08000000,3.28096260000,0.0277000000,,2.610000,1166.00,0.09680000,1.9296000,88.01910,4841.00,0.690000,0.770000,-0.0600,4.650000,-0.59332,
"K2-278 b","K2-278",203.3018653,-14.5041057,"Transit","K2",2018,2.98000000,9.17000000,3.33496600000,0.0488000000,,1.900000,1711.00,0.03740000,3.9360000,,6747.00,1.610000,1.400000,0.0000,4.170000,0.39867,
"K2-281 b","K2-281",16.2274724,7.2692169,"Transit","K2",2018,8.18000000,50.90000000,8.68772100000,0.0773000000,,0.511000,665.00,1.23880000,2.7504000,,4812.00,0.760000,0.820000,0.2200,4.590000,-0.64686,
"K2-288 B b","K2-288 B",55.4442857,18.2684913,"Transit","K2",2018,1.90000000,4.27000000,31.39346300000,0.1640000000,,3.420000,226.36,0.15310000,2.1120000,89.81000,3341.00,0.320000,0.330000,-0.2100,4.960000,-1.93000,"M3 V"
"K2-289 b","K2-289",246.6429443,-15.7925384,"Transit","K2",2019,9.10000000,61.00000000,13.15696900000,0.1070000000,,0.445000,753.00,0.76190000,4.0320000,88.48000,5529.00,1.025000,0.953000,0.1620,4.393000,-0.50479,
"K2-290 c","K2-290",234.8578846,-20.1988975,"Transit","K2",2019,11.27625400,246.00042000,48.36685000000,0.3050000000,0.000000,1.010000,676.00,,8.1400000,89.37000,6302.00,1.511000,1.194000,-0.0600,4.230000,0.42035,
"K2-3 c","K2-3",172.3353708,-1.4551364,"Transit","K2",2015,1.58200000,2.68000000,24.64672900000,0.1357000000,0.048000,3.700000,371.80,0.08220000,3.4280000,89.84000,3844.00,0.546000,0.549000,-0.1570,4.704000,-1.23136,"M V"
"K2-30 b","K2-30",52.3420548,22.2993491,"Transit","K2",2016,11.64615100,184.02357000,4.09850300000,0.0483900000,0.000000,0.640000,1092.00,1.60300000,2.3208000,86.92000,5425.00,0.844000,0.900000,-0.1500,4.540000,-0.25649,"G6 V"
"K2-308 b","K2-308",78.3391194,16.4141986,"Transit","K2",2019,9.91600000,70.60000000,3.38628000000,,,0.398000,1213.76,0.62598518,3.0900000,88.44000,6100.00,1.240000,1.090000,-0.1000,3.940000,0.28300,
"K2-312 c","HD 80653",140.3390845,14.3678691,"Radial Velocity","Roque de los Muchachos Observatory",2023,12.80000000,1681.31227303,871.32000000000,1.8820000000,0.843500,4.410000,229.00,,,,5959.00,1.199000,1.150000,0.2550,4.342000,0.21165,"G0 V"
"K2-316 c","K2-316",233.6247336,-23.2594663,"Transit","K2",2020,1.83000000,4.01000000,5.26000000000,0.0582000000,,3.600000,423.00,0.24800000,,89.31000,3436.00,0.379000,0.408000,,4.891000,-1.82964,
"K2-319 b","K2-319",166.8010058,3.0399357,"Transit","K2",2020,2.79000000,8.20000000,26.68000000000,0.1516000000,,2.070000,641.00,0.08300000,,89.45000,5440.00,0.898000,0.954000,,4.512000,-0.23747,
"K2-323 b","K2-323",159.4209874,6.2858689,"Transit","K2",2020,2.10000000,5.06000000,24.93000000000,0.1275000000,,3.000000,318.00,0.26300000,,89.88000,3710.00,0.549000,0.478000,,4.630000,-1.33930,
"K2-325 b","K2-325",353.9169507,-7.6867213,"Transit","K2",2020,2.20000000,5.48000000,6.93000000000,0.0419000000,,2.830000,423.00,0.67200000,,89.37000,3287.00,0.298000,0.274000,,4.840000,-2.04801,
"K2-326 b","K2-326",351.6122620,1.3375909,"Transit","K2",2020,2.28000000,5.82000000,1.25600000000,0.0198000000,,2.700000,1114.00,0.09210000,,85.63000,3924.00,0.688000,0.507000,,4.462000,-0.97833,
"K2-338 b","K2-338",124.3609294,17.0241557,"Transit","K2",2021,1.03000000,1.08000000,3.85061400000,,,5.430000,783.00,0.03910000,1.7800000,,4558.00,0.630000,0.660000,-0.2300,4.650000,-0.83644,
"K2-340 b","K2-340",127.9373409,19.0745863,"Transit","K2",2021,3.36000000,11.20000000,29.74045100000,,,1.620000,606.00,0.08880000,5.2900000,,5532.00,1.130000,0.930000,0.0800,4.300000,-0.00232,
"K2-343 c","K2-343",134.2021746,21.5026882,"Transit","K2",2021,2.02000000,4.74000000,7.67697200000,,,3.160000,465.00,0.20740000,2.2000000,,3804.00,0.460000,0.490000,-0.1000,4.800000,-1.43852,
"K2-344 b","K2-344",136.3614923,21.6685886,"Transit","K2",2021,1.59000000,3.15000000,3.35585000000,,,4.310000,722.00,0.11010000,1.7600000,,4374.00,0.490000,0.510000,-0.9500,4.760000,-1.22508,
"K2-348 c","K2-348",130.8783479,24.4229559,"Transit","K2",2021,2.67000000,7.61000000,12.55017100000,,,2.200000,655.00,0.08580000,3.6800000,,5077.00,0.850000,0.830000,0.1300,4.500000,-0.38844,
"K2-35 c","K2-35",170.1031027,1.2858679,"Transit","K2",2016,1.93000000,4.38000000,5.60835200000,0.0550000000,0.120000,3.350000,766.00,0.09380000,1.7976000,88.58000,4402.71,0.619575,0.701968,0.0400,4.697000,-0.71881,"K4 V"
"K2-351 b","K2-351",206.6522408,-11.8049588,"Transit","K2",2021,2.54000000,6.99000000,7.80616400000,,,2.340000,934.00,0.06810000,2.7800000,,5769.00,1.050000,1.020000,0.0800,4.400000,0.02389,
"K2-356 b","K2-356",128.3219134,13.6613758,"Transit","K2",2021,2.29000000,5.86000000,21.02673660000,0.1599000000,,2.680000,624.00,,,,5568.00,0.860000,0.900000,-0.1100,4.520000,-0.24375,
"K2-365 b","K2-365",238.8197061,-21.0269691,"Transit","K2",2022,2.90600000,8.78000000,23.44817200000,,,1.970000,,0.07830000,5.7120000,89.00390,5561.00,1.051000,0.823000,-0.0210,4.313000,-0.01377,
"K2-368 d","K2-368",332.6357627,-11.1661157,"Transit","K2",2022,1.94800000,4.45000000,20.20108500000,,,3.310000,,0.09820000,3.5760000,,4663.00,0.663000,0.746000,-0.2500,4.667000,-0.69293,
"K2-37 c","K2-37",243.4509662,-24.7870527,"Transit","K2",2016,2.41000000,6.39000000,6.42966000000,0.0653400000,,2.510000,839.00,0.10270000,2.9016000,88.16330,5352.00,0.809000,0.840000,-0.0800,4.530000,-0.40798,"G3 V"
"K2-371 b","K2-371",128.0670932,11.6307099,"Transit","K2",2022,13.02400000,,3.11490500000,,,,956.83,2.84600000,2.3592000,,4925.00,0.736000,0.958000,-0.1070,4.683000,-0.51657,
"K2-376 b","K2-376",132.7193327,25.0380824,"Transit","K2",2022,1.73600000,3.66000000,5.77647500000,,,3.840000,,,2.1000000,,5937.00,1.149000,0.908000,-0.1760,4.275000,0.18908,"G1"
"K2-378 b","K2-378",205.1596569,-11.1172332,"Transit","K2",2022,2.88000000,8.65000000,2.06043800000,,,1.990000,,0.16970000,1.4904000,,4823.00,0.732000,0.923000,-0.2060,4.674000,-0.56665,
"K2-38 b","K2-38",240.0333095,-23.1894196,"Transit","K2",2016,1.54000000,7.30000000,4.01593000000,0.0499400000,0.197000,11.000000,1266.00,0.02607000,2.7400000,88.36000,5731.00,1.060000,1.030000,0.2600,4.380000,0.03743,"G2 V"
"K2-38 c","K2-38",240.0333095,-23.1894196,"Transit","K2",2016,2.29000000,8.30000000,10.56103000000,0.0951400000,0.161000,3.800000,916.00,0.04840000,2.3800000,87.68000,5731.00,1.060000,1.030000,0.2600,4.380000,0.03743,"G2 V"
"K2-384 b","K2-384",20.4998403,0.7509701,"Transit","K2",2022,1.07600000,1.26000000,2.23152700000,,,5.560000,,,,,3623.00,0.348000,0.330000,0.0680,4.874000,-1.86986,"M4 V"
"K2-386 b","K2-386",18.2999964,7.0130302,"Transit","K2",2022,2.32000000,5.99000000,7.47322300000,,,2.640000,,0.06610000,3.5568000,,5749.00,0.970000,0.911000,0.0740,4.424000,-0.01919,
"K2-39 b","K2-39",338.3682095,-9.0229405,"Transit","K2",2016,6.27704000,28.60470000,4.60543000000,0.0570800000,0.000000,0.930000,1670.00,0.03700000,8.1840000,80.39000,4881.00,2.970000,0.660000,0.3200,3.440000,0.67409,
"K2-392 b","K2-392",354.6499065,-7.4788816,"Transit","K2",2022,1.85000000,4.08000000,15.39872300000,,,3.540000,,,3.5000000,,5726.00,1.058000,0.841000,-0.2380,4.314000,0.04791,"G3"
"K2-395 c","K2-395",70.4438684,16.6743415,"Transit","K2",2022,3.39500000,11.40000000,8.49128200000,,,1.600000,,,2.3000000,,5007.00,0.783000,0.952000,-0.0330,4.628000,-0.41264,"K0"
"K2-396 c","K2-396",74.6928607,17.2690562,"Transit","K2",2022,3.12400000,9.93000000,25.76051000000,,,1.790000,,,,,5236.00,0.920000,0.954000,0.2370,4.488000,-0.23007,"G9"
"K2-401 b","K2-401",154.9876040,3.9548275,"Transit","K2",2022,2.26200000,5.74000000,6.29309900000,,,2.730000,,,1.9000000,,4213.00,0.675000,0.870000,-0.0980,4.719000,-0.83530,"K7"
"K2-407 b","K2-407",232.5552584,-23.0067371,"Transit","K2",2022,1.28300000,2.19000000,4.94190700000,,,5.700000,,,2.9000000,,5563.00,0.927000,0.881000,0.0140,4.450000,-0.12724,"G4"
"K2-408 b","K2-408",227.9168555,-17.6842698,"Transit","K2",2022,1.67700000,3.45000000,20.97895900000,,,4.020000,,,4.4000000,,5335.00,0.784000,0.813000,-0.1710,4.559000,-0.33037,"G7"
"K2-412 b","K2-412",76.2621295,21.5801620,"Transit","K2",2022,2.11600000,5.13000000,5.93820000000,0.0586000000,,2.980000,1100.64,,,89.99800,5590.00,0.977000,0.893000,0.0140,4.412000,-0.07054,
"K2-414 c","K2-414",351.6361913,-4.6066569,"Transit","K2",2022,1.92870000,4.38000000,6.66900000000,0.0552000000,,3.350000,762.62,,,89.99730,4343.00,0.732000,0.814000,-0.1020,4.621000,-0.70538,
"K2-44 b","K2-44",174.0116610,-2.5209338,"Transit","K2",2016,2.43300000,6.50000000,5.65700000000,0.0600000000,,2.480000,1211.00,0.03342000,4.2960000,87.99330,5912.00,1.580000,1.150000,0.0000,4.101000,0.42968,
"K2-50 b","K2-50",169.4836540,5.9882890,"Transit","K2",2016,1.59000000,3.15000000,8.75290000000,0.0705000000,,4.310000,580.53,0.13370000,2.6800000,,4326.00,0.546000,0.611000,-0.1132,4.742000,-0.87356,
"K2-58 d","K2-58",333.8218395,-14.0498570,"Transit","K2",2016,1.71000000,3.57000000,22.88270000000,0.1517000000,,3.920000,621.48,0.04250000,3.2000000,89.43128,5413.00,0.860000,0.890000,0.1100,4.522000,-0.39764,
"K2-59 b","K2-59",338.9425500,-14.0277270,"Transit","K2",2016,2.41000000,6.39000000,20.69210000000,0.1354000000,,2.510000,566.37,0.09860000,2.7600000,,5055.00,0.731000,0.774000,,4.592000,-0.66037,
"K2-60 b","K2-60",338.6062312,-13.7318044,"Transit","K2",2016,7.65574700,135.39558000,3.00265000000,0.0450000000,0.000000,1.700000,1400.00,0.47740000,3.0800000,88.49000,5500.00,1.120000,0.970000,0.0100,4.070000,0.28233,"G4 V"
"K2-61 b","K2-61",339.6748444,-13.5600447,"Transit","K2",2016,1.92000000,4.35000000,2.57336000000,0.0392000000,,3.380000,1325.00,0.03640000,2.3300000,85.99632,5748.00,0.995000,0.970000,0.0300,4.380000,-0.01524,
"K2-70 b","K2-70",338.4759328,-10.0849917,"Transit","K2",2016,2.89000000,8.70000000,13.97896000000,0.1112000000,,1.980000,783.99,0.10760000,3.5200000,89.14508,5622.00,0.930000,0.940000,0.0600,4.478000,-0.42935,
"K2-80 c","K2-80",59.0374860,13.5590288,"Transit","K2",2016,1.47000000,2.76000000,5.60500000000,0.0596000000,,4.770000,1002.42,0.03010000,2.6800000,87.91636,5441.00,0.870000,0.900000,0.0700,4.519000,-0.43238,
"K2-83 b","K2-83",59.9013782,15.5587994,"Transit","K2",2016,1.24400000,2.08000000,2.74697000000,0.0301400000,0.070000,5.940000,707.17,0.09200000,1.6640000,88.72000,3910.00,0.424000,0.484000,,4.863000,-1.20362,
"K2-86 b","K2-86",51.5531053,18.6355718,"Transit","K2",2016,1.96000000,4.50000000,8.77683000000,0.0770000000,,3.280000,830.49,0.08650000,2.7500000,88.56037,5482.00,0.760000,0.790000,-0.3500,4.579000,-0.38611,
"K2-87 b","K2-87",66.2363638,18.8273617,"Transit","K2",2016,7.60000000,44.90000000,9.72661800000,0.0940000000,,0.562000,979.00,0.26920000,4.5600000,87.74000,5747.00,1.401000,1.164000,0.3280,4.208000,-0.09769,
"K2-88 b","K2-88",54.7514566,19.1199667,"Transit","K2",2016,1.23000000,2.04000000,4.61220000000,0.0345000000,0.260000,6.020000,464.60,0.21940000,1.0390000,87.75000,3537.00,0.256000,0.258000,,5.022000,-1.54478,
"K2-89 b","K2-89",57.0671234,20.4594885,"Transit","K2",2016,0.61500000,0.17000000,1.09602600000,0.0146200000,0.150000,4.020000,830.07,0.03460000,0.8950000,85.77000,3691.00,0.318000,0.347000,,4.965000,-1.32653,
"K2-95 b","K2-95",129.3625717,18.9766197,"Transit","K2",2016,3.31000000,11.00000000,10.13464540000,0.0525000000,0.160000,1.670000,474.00,0.52760000,2.8560000,90.00000,3566.00,0.400000,0.410000,0.1000,4.850000,-1.63451,"M3.0"
"K2-97 b","K2-97",127.7628370,10.8475571,"Transit","K2",2016,13.45077684,174.48779544,8.40711500000,0.0854000000,0.207000,0.392000,1566.00,0.08910000,6.2712000,75.50000,4673.00,4.140000,1.170000,0.3280,3.276000,0.86688,
"KELT-15 b","KELT-15",117.4149764,-52.1204471,"Transit","KELT-South",2016,19.50366000,416.35730000,3.32944000000,0.0461300000,0.000000,0.360000,1642.00,1.00000000,4.0123108,88.30000,6003.00,1.780000,2.060000,0.0500,4.170000,0.41162,
"KELT-16 b","KELT-16",314.2685227,31.6610186,"Transit","KELT",2017,15.86073500,874.03250000,0.96899510000,0.0204400000,0.000000,1.200000,2453.00,1.14600000,2.4888000,84.40000,6236.00,1.360000,1.211000,-0.0020,4.253000,0.40140,"F7 V"
"KELT-24 b","KELT-24",161.9090273,71.6557270,"Transit","KELT-North",2019,12.71098411,1458.83238813,5.55149296000,0.0665000000,0.031900,3.900000,1391.00,0.75730000,4.3032000,89.67000,6426.00,1.338000,1.268000,0.1380,4.287000,0.43933,"F7"
"KIC 10001893 b","KIC 10001893",287.3892308,46.9844491,"Orbital Brightness Modulation","Kepler",2014,,,0.21970000000,,,,,,,,27500.00,0.180000,0.470000,-0.0930,5.350000,1.43069,
"KIC 10068024 b","KIC 10068024",288.8470423,47.0228607,"Orbital Brightness Modulation","Kepler",2021,13.40000000,635.65681400,2.07354900000,,,1.450000,,,,,6118.40,1.574000,1.220000,0.0100,4.092000,0.49600,
"KIC 10525077 b","KIC 10525077",287.3781164,47.7711541,"Transit","Kepler",2015,5.50000000,25.90000000,854.08300000000,,,0.855000,,0.25000000,,89.86100,6091.00,1.010000,1.010000,-0.0400,4.420000,0.12899,
"KIC 5437945 b","KIC 5437945",288.4749028,40.6512848,"Transit","Kepler",2015,6.40000000,33.60000000,440.78130000000,1.1967100000,0.000000,0.704000,308.00,0.22090000,21.2680000,89.90400,6340.00,1.240000,1.070000,-0.3800,4.160000,0.64137,
"KIC 8540376 c","KOI-7892",282.3775397,44.6945690,"Transit","Kepler",2015,2.40000000,6.35000000,75.20000000000,,,2.520000,,0.03240000,,89.70100,6474.00,1.260000,1.040000,-0.1600,4.310000,0.29870,
"KMT-2016-BLG-0212L b","KMT-2016-BLG-0212L",268.4392500,-29.0868889,"Microlensing","KMTNet",2018,12.20000000,5700.00000000,,2.2000000000,,17.200000,,,,,,,0.480000,,,,
"KMT-2016-BLG-1337L b","KMT-2016-BLG-1337L",269.1300417,-33.0341889,"Microlensing","KMTNet",2026,11.40000000,88.99195396,,3.9700000000,,0.330000,,,,,,,0.540000,,,,"M"
"KMT-2016-BLG-2142L b","KMT-2016-BLG-2142L",268.1120000,-29.3845615,"Microlensing","KMTNet",2018,12.20000000,4923.00000000,,0.8300000000,,14.900000,,,,,,,0.073000,,,,
"KMT-2017-BLG-0165L b","KMT-2017-BLG-0165L",269.6496667,-28.1336694,"Microlensing","KMTNet",2018,6.45000000,34.00000000,,3.4500000000,,0.696000,,,,,,,0.760000,,,,
"KMT-2017-BLG-2197L b","KMT-2017-BLG-2197L",262.6113333,-30.1593111,"Microlensing","KMTNet",2025,12.50000000,2809.60311788,,15.9100000000,,7.900000,,,,,,,0.360000,,,,
"KMT-2018-BLG-1988L b","KMT-2018-BLG-1988L",265.2825417,-35.5947000,"Microlensing","KMTNet",2022,2.22000000,5.56000000,,3.0900000000,,2.790000,,,,,,,0.470000,,,,
"KMT-2019-BLG-0371L b","KMT-2019-BLG-0371L",268.3839167,-31.5550222,"Microlensing","KMTNet",2021,12.60000000,2447.27873390,,0.7900000000,,6.720000,,,,,,,0.090000,,,,
"KMT-2019-BLG-0842L b","KMT-2019-BLG-0842L",268.4584580,-29.8774389,"Microlensing","KMTNet",2020,3.19000000,10.28000000,,3.3100000000,,1.740000,,,,,,,0.760000,,,,
"KMT-2019-BLG-1367L b","KMT-2019-BLG-1367L",272.4713333,-29.7622111,"Microlensing","KMTNet",2023,1.85000000,4.08000000,,1.7000000000,,3.540000,,,,,,,0.250000,,,,
"KMT-2020-BLG-0202L b","KMT-2020-BLG-0202L",267.0404583,-24.4744500,"Microlensing","KMTNet",2026,12.40000000,3902.93283796,,4.1700000000,,11.200000,,,,,,,0.810000,,,,
"KMT-2021-BLG-0119L b","KMT-2021-BLG-0119L",274.0005417,-29.7438889,"Microlensing","KMTNet",2022,12.80000000,1754.41280664,,2.9200000000,,4.600000,,,,,,,0.560000,,,,
